PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1007_01,Earth,True,B715,PSO J318.5-22,16.0,False,306.2,306.2,306.2,306.2,306.2,Guest 1007,1
1008_01,Mars,True,B984,PSO J318.5-22,28.0,True,1784.9,1784.9,1784.9,1784.9,1784.9,Guest 1008,0
1009_01,Europa,False,B206,TRAPPIST-1e,42.0,False,174.9,174.9,174.9,174.9,174.9,Guest 1009,0
1010_01,Europa,True,G281,55 Cancri e,39.0,False,557.4,557.4,557.4,557.4,557.4,Guest 1010,0
1011_01,Europa,False,A682,55 Cancri e,29.0,False,725.9,725.9,725.9,725.9,725.9,Guest 1011,0
1012_01,Mars,False,G8,55 Cancri e,54.0,True,296.4,296.4,296.4,296.4,296.4,Guest 1012,0
1013_01,Europa,True,C680,PSO J318.5-22,22.0,False,142.4,142.4,142.4,142.4,142.4,Guest 1013,0
1014_01,Mars,False,E549,PSO J318.5-22,30.0,True,34.4,34.4,34.4,34.4,34.4,Guest 1014,0
1015_01,Mars,True,G486,55 Cancri e,15.0,False,1088.8,1088.8,1088.8,1088.8,1088.8,Guest 1015,0
1016_01,Mars,True,D72,TRAPPIST-1e,40.0,False,242.4,242.4,242.4,242.4,242.4,Guest 1016,0
1017_01,Earth,True,E745,55 Cancri e,30.0,False,680.4,680.4,680.4,680.4,680.4,Guest 1017,0
1018_01,Earth,True,B53,TRAPPIST-1e,11.0,False,324.7,324.7,324.7,324.7,324.7,Guest 1018,0
1019_01,Mars,True,D696,TRAPPIST-1e,21.0,False,2077.4,2077.4,2077.4,2077.4,2077.4,Guest 1019,0
1020_01,Earth,False,B805,TRAPPIST-1e,53.0,False,1527.3,1527.3,1527.3,1527.3,1527.3,Guest 1020,0
1021_01,Mars,True,F254,PSO J318.5-22,40.0,True,1954.8,1954.8,1954.8,1954.8,1954.8,Guest 1021,0
1022_01,Europa,False,A865,PSO J318.5-22,33.0,False,1427.2,1427.2,1427.2,1427.2,1427.2,Guest 1022,0
1023_01,Europa,False,A232,PSO J318.5-22,42.0,False,478.4,478.4,478.4,478.4,478.4,Guest 1023,0
1024_01,Europa,False,A376,TRAPPIST-1e,12.0,False,7.7,7.7,7.7,7.7,7.7,Guest 1024,0
1025_01,Mars,False,F806,TRAPPIST-1e,21.0,True,3841.5,3841.5,3841.5,3841.5,3841.5,Guest 1025,0
1026_01,Earth,False,E885,55 Cancri e,15.0,True,418.1,418.1,418.1,418.1,418.1,Guest 1026,0
1027_01,Earth,False,G923,PSO J318.5-22,21.0,True,417.4,417.4,417.4,417.4,417.4,Guest 1027,0
1028_01,Europa,False,G772,TRAPPIST-1e,27.0,False,1415.9,1415.9,1415.9,1415.9,1415.9,Guest 1028,0
1029_01,Mars,False,A20,TRAPPIST-1e,37.0,True,271.7,271.7,271.7,271.7,271.7,Guest 1029,0
1030_01,Europa,False,C847,PSO J318.5-22,43.0,False,559.8,559.8,559.8,559.8,559.8,Guest 1030,0
1031_01,Mars,True,F863,PSO J318.5-22,43.0,True,151.0,151.0,151.0,151.0,151.0,Guest 1031,0
1032_01,Mars,True,D910,TRAPPIST-1e,63.0,False,658.8,658.8,658.8,658.8,658.8,Guest 1032,0
1033_01,Earth,True,C338,PSO J318.5-22,25.0,False,869.5,869.5,869.5,869.5,869.5,Guest 1033,1
1034_01,Earth,True,B137,PSO J318.5-22,31.0,True,126.8,126.8,126.8,126.8,126.8,Guest 1034,1
1035_01,Earth,False,E811,PSO J318.5-22,37.0,False,364.8,364.8,364.8,364.8,364.8,Guest 1035,0
1036_01,Europa,False,D275,PSO J318.5-22,21.0,True,670.2,670.2,670.2,670.2,670.2,Guest 1036,0
1037_01,Mars,False,C409,TRAPPIST-1e,28.0,False,836.9,836.9,836.9,836.9,836.9,Guest 1037,0
1038_01,Earth,True,D895,TRAPPIST-1e,36.0,False,617.2,617.2,617.2,617.2,617.2,Guest 1038,1
1039_01,Mars,True,A180,TRAPPIST-1e,21.0,False,451.0,451.0,451.0,451.0,451.0,Guest 1039,0
1040_01,Mars,False,E278,55 Cancri e,37.0,True,166.9,166.9,166.9,166.9,166.9,Guest 1040,0
1041_01,Mars,True,G332,TRAPPIST-1e,46.0,True,215.5,215.5,215.5,215.5,215.5,Guest 1041,0
1042_01,Mars,True,B810,TRAPPIST-1e,18.0,False,72.0,72.0,72.0,72.0,72.0,Guest 1042,0
1043_01,Earth,False,A950,TRAPPIST-1e,4.0,True,1213.3,1213.3,1213.3,1213.3,1213.3,Guest 1043,0
1044_01,Mars,False,E167,TRAPPIST-1e,32.0,True,222.4,222.4,222.4,222.4,222.4,Guest 1044,0
1045_01,Europa,True,E282,PSO J318.5-22,19.0,False,781.8,781.8,781.8,781.8,781.8,Guest 1045,0
1046_01,Earth,False,D771,55 Cancri e,33.0,False,607.3,607.3,607.3,607.3,607.3,Guest 1046,0
1047_01,Earth,False,D213,PSO J318.5-22,26.0,True,2913.4,2913.4,2913.4,2913.4,2913.4,Guest 1047,0
1048_01,Mars,True,B598,PSO J318.5-22,35.0,False,687.9,687.9,687.9,687.9,687.9,Guest 1048,0
1049_01,Earth,True,G455,PSO J318.5-22,45.0,False,195.1,195.1,195.1,195.1,195.1,Guest 1049,0
1050_01,Mars,False,C839,55 Cancri e,41.0,False,2748.7,2748.7,2748.7,2748.7,2748.7,Guest 1050,0
1051_01,Europa,True,D262,TRAPPIST-1e,27.0,True,725.9,725.9,725.9,725.9,725.9,Guest 1051,0
1052_01,Mars,False,D522,TRAPPIST-1e,17.0,True,2127.5,2127.5,2127.5,2127.5,2127.5,Guest 1052,0
1053_01,Earth,True,B587,PSO J318.5-22,1.0,True,1117.8,1117.8,1117.8,1117.8,1117.8,Guest 1053,0
1054_01,Earth,False,B40,TRAPPIST-1e,5.0,False,3086.8,3086.8,3086.8,3086.8,3086.8,Guest 1054,0
1055_01,Earth,False,B65,55 Cancri e,22.0,False,1335.0,1335.0,1335.0,1335.0,1335.0,Guest 1055,0
1056_01,Europa,True,G204,55 Cancri e,32.0,True,312.5,312.5,312.5,312.5,312.5,Guest 1056,0
1057_01,Mars,True,E41,55 Cancri e,23.0,True,331.9,331.9,331.9,331.9,331.9,Guest 1057,0
1058_01,Earth,True,E384,55 Cancri e,24.0,False,383.4,383.4,383.4,383.4,383.4,Guest 1058,0
1059_01,Europa,False,C563,TRAPPIST-1e,12.0,False,373.4,373.4,373.4,373.4,373.4,Guest 1059,0
1060_01,Earth,False,E486,55 Cancri e,11.0,False,1236.1,1236.1,1236.1,1236.1,1236.1,Guest 1060,0
1061_01,Earth,True,C638,55 Cancri e,10.0,True,115.5,115.5,115.5,115.5,115.5,Guest 1061,0
1062_01,Earth,False,F579,TRAPPIST-1e,38.0,False,67.5,67.5,67.5,67.5,67.5,Guest 1062,0
1063_01,Mars,True,B715,PSO J318.5-22,7.0,False,217.2,217.2,217.2,217.2,217.2,Guest 1063,0
1064_01,Earth,False,G851,PSO J318.5-22,39.0,False,265.8,265.8,265.8,265.8,265.8,Guest 1064,0
1065_01,Mars,True,E22,PSO J318.5-22,20.0,True,619.2,619.2,619.2,619.2,619.2,Guest 1065,0
1066_01,Mars,False,G66,PSO J318.5-22,37.0,True,3251.9,3251.9,3251.9,3251.9,3251.9,Guest 1066,0
1067_01,Europa,True,A29,55 Cancri e,33.0,True,1456.2,1456.2,1456.2,1456.2,1456.2,Guest 1067,0
1068_01,Europa,True,D556,55 Cancri e,40.0,False,2078.2,2078.2,2078.2,2078.2,2078.2,Guest 1068,0
1069_01,Mars,True,F155,55 Cancri e,45.0,True,1122.6,1122.6,1122.6,1122.6,1122.6,Guest 1069,0
1070_01,Europa,False,G489,TRAPPIST-1e,21.0,False,637.5,637.5,637.5,637.5,637.5,Guest 1070,0
1071_01,Europa,True,F277,TRAPPIST-1e,19.0,False,165.2,165.2,165.2,165.2,165.2,Guest 1071,0
1072_01,Earth,False,B420,55 Cancri e,25.0,False,1688.1,1688.1,1688.1,1688.1,1688.1,Guest 1072,0
1073_01,Earth,True,D437,PSO J318.5-22,21.0,True,190.2,190.2,190.2,190.2,190.2,Guest 1073,0
1074_01,Earth,False,B594,55 Cancri e,38.0,False,206.2,206.2,206.2,206.2,206.2,Guest 1074,0
1075_01,Earth,True,A23,TRAPPIST-1e,29.0,True,121.5,121.5,121.5,121.5,121.5,Guest 1075,0
1076_01,Earth,True,B500,TRAPPIST-1e,30.0,True,441.6,441.6,441.6,441.6,441.6,Guest 1076,1
1077_01,Europa,False,D301,PSO J318.5-22,35.0,True,11.2,11.2,11.2,11.2,11.2,Guest 1077,0
1078_01,Europa,False,D555,TRAPPIST-1e,25.0,False,286.7,286.7,286.7,286.7,286.7,Guest 1078,0
1079_01,Mars,False,A399,TRAPPIST-1e,43.0,False,390.0,390.0,390.0,390.0,390.0,Guest 1079,0
1080_01,Mars,True,C19,PSO J318.5-22,8.0,False,2561.2,2561.2,2561.2,2561.2,2561.2,Guest 1080,0
1081_01,Europa,False,F443,PSO J318.5-22,33.0,True,1704.0,1704.0,1704.0,1704.0,1704.0,Guest 1081,0
1082_01,Europa,False,F550,55 Cancri e,36.0,True,466.2,466.2,466.2,466.2,466.2,Guest 1082,0
1083_01,Earth,True,B865,55 Cancri e,21.0,True,3081.1,3081.1,3081.1,3081.1,3081.1,Guest 1083,0
1084_01,Mars,False,D475,PSO J318.5-22,22.0,False,529.9,529.9,529.9,529.9,529.9,Guest 1084,0
1085_01,Mars,False,D280,55 Cancri e,41.0,True,425.4,425.4,425.4,425.4,425.4,Guest 1085,0
1086_01,Mars,False,A24,PSO J318.5-22,26.0,False,821.1,821.1,821.1,821.1,821.1,Guest 1086,0
1087_01,Europa,True,C161,55 Cancri e,7.0,False,190.5,190.5,190.5,190.5,190.5,Guest 1087,0
1088_01,Europa,True,F946,55 Cancri e,14.0,False,1462.9,1462.9,1462.9,1462.9,1462.9,Guest 1088,0
1089_01,Mars,False,F545,55 Cancri e,42.0,True,185.1,185.1,185.1,185.1,185.1,Guest 1089,0
1090_01,Europa,True,D911,PSO J318.5-22,20.0,False,782.5,782.5,782.5,782.5,782.5,Guest 1090,0
1091_01,Earth,True,A109,TRAPPIST-1e,46.0,True,2081.5,2081.5,2081.5,2081.5,2081.5,Guest 1091,1
1092_01,Mars,True,F159,55 Cancri e,46.0,True,49.6,49.6,49.6,49.6,49.6,Guest 1092,0
1093_01,Earth,True,A879,55 Cancri e,28.0,False,10.4,10.4,10.4,10.4,10.4,Guest 1093,0
1094_01,Earth,False,G44,TRAPPIST-1e,37.0,False,734.4,734.4,734.4,734.4,734.4,Guest 1094,0
1095_01,Europa,True,D477,PSO J318.5-22,20.0,False,2730.1,2730.1,2730.1,2730.1,2730.1,Guest 1095,0
1096_01,Mars,True,B655,TRAPPIST-1e,25.0,False,1565.6,1565.6,1565.6,1565.6,1565.6,Guest 1096,0
1097_01,Earth,False,C529,55 Cancri e,22.0,True,1045.7,1045.7,1045.7,1045.7,1045.7,Guest 1097,0
1098_01,Mars,True,C662,TRAPPIST-1e,37.0,False,331.3,331.3,331.3,331.3,331.3,Guest 1098,0
1099_01,Earth,True,E47,55 Cancri e,15.0,True,163.2,163.2,163.2,163.2,163.2,Guest 1099,0
1100_01,Earth,True,E549,55 Cancri e,28.0,False,105.4,105.4,105.4,105.4,105.4,Guest 1100,1
1101_01,Mars,False,C533,PSO J318.5-22,31.0,False,45.9,45.9,45.9,45.9,45.9,Guest 1101,0
1102_01,Mars,False,B777,PSO J318.5-22,36.0,True,1002.3,1002.3,1002.3,1002.3,1002.3,Guest 1102,0
1103_01,Earth,True,A482,55 Cancri e,5.0,False,245.2,245.2,245.2,245.2,245.2,Guest 1103,1
1104_01,Mars,False,A324,55 Cancri e,9.0,True,851.6,851.6,851.6,851.6,851.6,Guest 1104,0
1105_01,Mars,False,A454,55 Cancri e,19.0,False,987.2,987.2,987.2,987.2,987.2,Guest 1105,0
1106_01,Earth,False,E167,PSO J318.5-22,27.0,True,308.8,308.8,308.8,308.8,308.8,Guest 1106,0
1107_01,Europa,False,C778,55 Cancri e,32.0,True,937.5,937.5,937.5,937.5,937.5,Guest 1107,0
1108_01,Earth,False,F537,55 Cancri e,32.0,False,1183.2,1183.2,1183.2,1183.2,1183.2,Guest 1108,0
1109_01,Mars,False,G266,55 Cancri e,54.0,False,104.9,104.9,104.9,104.9,104.9,Guest 1109,0
1110_01,Earth,False,G694,PSO J318.5-22,38.0,False,448.4,448.4,448.4,448.4,448.4,Guest 1110,0
1111_01,Europa,False,B312,PSO J318.5-22,37.0,False,3489.5,3489.5,3489.5,3489.5,3489.5,Guest 1111,0
1112_01,Earth,False,C507,PSO J318.5-22,24.0,False,3096.4,3096.4,3096.4,3096.4,3096.4,Guest 1112,0
1113_01,Europa,True,D988,TRAPPIST-1e,39.0,True,1243.4,1243.4,1243.4,1243.4,1243.4,Guest 1113,0
1114_01,Europa,True,A932,55 Cancri e,38.0,True,445.2,445.2,445.2,445.2,445.2,Guest 1114,0
1115_01,Earth,True,F446,TRAPPIST-1e,38.0,True,1226.9,1226.9,1226.9,1226.9,1226.9,Guest 1115,1
1116_01,Earth,True,F262,PSO J318.5-22,29.0,False,76.3,76.3,76.3,76.3,76.3,Guest 1116,0
1117_01,Earth,True,F742,PSO J318.5-22,37.0,True,731.0,731.0,731.0,731.0,731.0,Guest 1117,1
1118_01,Earth,False,A970,PSO J318.5-22,48.0,False,1769.6,1769.6,1769.6,1769.6,1769.6,Guest 1118,0
1119_01,Mars,False,C862,55 Cancri e,20.0,False,3155.9,3155.9,3155.9,3155.9,3155.9,Guest 1119,0
1120_01,Earth,True,E595,55 Cancri e,4.0,True,3961.3,3961.3,3961.3,3961.3,3961.3,Guest 1120,0
1121_01,Europa,True,C755,TRAPPIST-1e,40.0,True,227.5,227.5,227.5,227.5,227.5,Guest 1121,0
1122_01,Mars,False,B997,55 Cancri e,39.0,False,282.9,282.9,282.9,282.9,282.9,Guest 1122,0
1123_01,Europa,True,A295,PSO J318.5-22,27.0,False,1051.5,1051.5,1051.5,1051.5,1051.5,Guest 1123,0
1124_01,Earth,True,D92,PSO J318.5-22,25.0,False,754.8,754.8,754.8,754.8,754.8,Guest 1124,1
1125_01,Earth,True,D750,PSO J318.5-22,63.0,True,1196.0,1196.0,1196.0,1196.0,1196.0,Guest 1125,1
1126_01,Mars,False,G922,TRAPPIST-1e,24.0,True,89.5,89.5,89.5,89.5,89.5,Guest 1126,0
1127_01,Earth,True,G578,55 Cancri e,15.0,True,1651.2,1651.2,1651.2,1651.2,1651.2,Guest 1127,0
1128_01,Earth,True,E303,55 Cancri e,24.0,True,1025.1,1025.1,1025.1,1025.1,1025.1,Guest 1128,1
1129_01,Earth,True,B387,TRAPPIST-1e,36.0,True,1073.0,1073.0,1073.0,1073.0,1073.0,Guest 1129,0
1130_01,Earth,True,F5,PSO J318.5-22,23.0,False,1220.4,1220.4,1220.4,1220.4,1220.4,Guest 1130,0
1131_01,Europa,False,E745,TRAPPIST-1e,25.0,False,368.1,368.1,368.1,368.1,368.1,Guest 1131,0
1132_01,Europa,True,E980,55 Cancri e,33.0,False,1861.3,1861.3,1861.3,1861.3,1861.3,Guest 1132,0
1133_01,Mars,True,D142,55 Cancri e,25.0,True,1357.9,1357.9,1357.9,1357.9,1357.9,Guest 1133,0
1134_01,Earth,False,D585,55 Cancri e,31.0,True,37.3,37.3,37.3,37.3,37.3,Guest 1134,0
1135_01,Mars,True,B434,PSO J318.5-22,29.0,True,195.6,195.6,195.6,195.6,195.6,Guest 1135,0
1136_01,Mars,False,A634,PSO J318.5-22,17.0,False,884.2,884.2,884.2,884.2,884.2,Guest 1136,0
1137_01,Earth,True,C969,TRAPPIST-1e,31.0,False,102.8,102.8,102.8,102.8,102.8,Guest 1137,0
1138_01,Mars,False,F823,55 Cancri e,16.0,True,53.9,53.9,53.9,53.9,53.9,Guest 1138,0
1139_01,Europa,True,B626,TRAPPIST-1e,41.0,False,2022.8,2022.8,2022.8,2022.8,2022.8,Guest 1139,0
1140_01,Mars,True,A37,PSO J318.5-22,19.0,False,2341.1,2341.1,2341.1,2341.1,2341.1,Guest 1140,0
1141_01,Mars,False,B335,55 Cancri e,27.0,False,1753.9,1753.9,1753.9,1753.9,1753.9,Guest 1141,0
1142_01,Europa,True,A327,55 Cancri e,8.0,True,33.9,33.9,33.9,33.9,33.9,Guest 1142,0
1143_01,Europa,False,E722,PSO J318.5-22,24.0,True,286.8,286.8,286.8,286.8,286.8,Guest 1143,0
1144_01,Earth,False,D137,55 Cancri e,15.0,False,1509.5,1509.5,1509.5,1509.5,1509.5,Guest 1144,0
1145_01,Mars,True,G237,TRAPPIST-1e,48.0,False,1189.8,1189.8,1189.8,1189.8,1189.8,Guest 1145,0
1146_01,Europa,False,G115,PSO J318.5-22,28.0,False,2937.0,2937.0,2937.0,2937.0,2937.0,Guest 1146,0
1147_01,Earth,False,E689,55 Cancri e,36.0,False,643.3,643.3,643.3,643.3,643.3,Guest 1147,0
1148_01,Europa,False,F2,55 Cancri e,9.0,False,750.4,750.4,750.4,750.4,750.4,Guest 1148,0
1149_01,Mars,False,C376,55 Cancri e,15.0,True,1140.3,1140.3,1140.3,1140.3,1140.3,Guest 1149,0
1150_01,Europa,False,G349,PSO J318.5-22,28.0,False,49.0,49.0,49.0,49.0,49.0,Guest 1150,0
1151_01,Earth,True,G893,TRAPPIST-1e,14.0,True,627.6,627.6,627.6,627.6,627.6,Guest 1151,1
1152_01,Earth,False,B54,PSO J318.5-22,43.0,False,1361.1,1361.1,1361.1,1361.1,1361.1,Guest 1152,0
1153_01,Earth,False,G737,TRAPPIST-1e,25.0,True,421.1,421.1,421.1,421.1,421.1,Guest 1153,0
1154_01,Mars,True,B447,PSO J318.5-22,32.0,True,1557.1,1557.1,1557.1,1557.1,1557.1,Guest 1154,0
1155_01,Europa,True,G322,55 Cancri e,33.0,True,134.8,134.8,134.8,134.8,134.8,Guest 1155,0
1156_01,Mars,False,B32,PSO J318.5-22,28.0,True,746.0,746.0,746.0,746.0,746.0,Guest 1156,0
1157_01,Mars,True,F392,TRAPPIST-1e,39.0,True,81.9,81.9,81.9,81.9,81.9,Guest 1157,0
1158_01,Europa,True,E967,55 Cancri e,22.0,True,229.3,229.3,229.3,229.3,229.3,Guest 1158,0
1159_01,Europa,True,G745,PSO J318.5-22,34.0,True,1725.8,1725.8,1725.8,1725.8,1725.8,Guest 1159,0
1160_01,Earth,False,B157,PSO J318.5-22,44.0,True,634.5,634.5,634.5,634.5,634.5,Guest 1160,0
1161_01,Earth,False,D127,55 Cancri e,32.0,False,604.1,604.1,604.1,604.1,604.1,Guest 1161,0
1162_01,Europa,True,C539,55 Cancri e,31.0,True,210.0,210.0,210.0,210.0,210.0,Guest 1162,0
1163_01,Earth,False,E643,PSO J318.5-22,26.0,False,376.7,376.7,376.7,376.7,376.7,Guest 1163,0
1164_01,Europa,False,A928,55 Cancri e,30.0,False,313.5,313.5,313.5,313.5,313.5,Guest 1164,0
1165_01,Earth,False,F946,55 Cancri e,38.0,True,871.4,871.4,871.4,871.4,871.4,Guest 1165,0
1166_01,Earth,False,B868,PSO J318.5-22,27.0,False,285.0,285.0,285.0,285.0,285.0,Guest 1166,0
1167_01,Earth,False,C128,TRAPPIST-1e,10.0,False,447.0,447.0,447.0,447.0,447.0,Guest 1167,0
1168_01,Earth,False,E444,55 Cancri e,32.0,False,253.5,253.5,253.5,253.5,253.5,Guest 1168,0
1169_01,Earth,True,B218,PSO J318.5-22,28.0,False,553.3,553.3,553.3,553.3,553.3,Guest 1169,1
1170_01,Earth,True,E613,55 Cancri e,35.0,False,175.9,175.9,175.9,175.9,175.9,Guest 1170,1
1171_01,Europa,True,F252,55 Cancri e,30.0,False,468.1,468.1,468.1,468.1,468.1,Guest 1171,0
1172_01,Europa,False,F432,55 Cancri e,48.0,False,51.9,51.9,51.9,51.9,51.9,Guest 1172,0
1173_01,Europa,True,G893,55 Cancri e,15.0,False,322.1,322.1,322.1,322.1,322.1,Guest 1173,0
1174_01,Europa,False,F263,TRAPPIST-1e,18.0,False,1347.5,1347.5,1347.5,1347.5,1347.5,Guest 1174,0
1175_01,Europa,True,C877,55 Cancri e,37.0,True,1078.1,1078.1,1078.1,1078.1,1078.1,Guest 1175,0
1176_01,Europa,False,G610,TRAPPIST-1e,18.0,True,414.1,414.1,414.1,414.1,414.1,Guest 1176,0
1177_01,Mars,False,A264,55 Cancri e,34.0,False,185.7,185.7,185.7,185.7,185.7,Guest 1177,0
1178_01,Mars,False,B681,PSO J318.5-22,29.0,False,787.8,787.8,787.8,787.8,787.8,Guest 1178,0
1179_01,Europa,False,G656,55 Cancri e,6.0,False,416.8,416.8,416.8,416.8,416.8,Guest 1179,0
1180_01,Mars,False,B390,TRAPPIST-1e,38.0,False,1179.1,1179.1,1179.1,1179.1,1179.1,Guest 1180,0
1181_01,Europa,False,D841,TRAPPIST-1e,46.0,True,544.6,544.6,544.6,544.6,544.6,Guest 1181,0
1182_01,Europa,True,D760,55 Cancri e,32.0,True,285.6,285.6,285.6,285.6,285.6,Guest 1182,0
1183_01,Mars,False,F595,TRAPPIST-1e,13.0,True,65.4,65.4,65.4,65.4,65.4,Guest 1183,0
1184_01,Mars,True,F676,PSO J318.5-22,39.0,False,1929.1,1929.1,1929.1,1929.1,1929.1,Guest 1184,0
1185_01,Earth,True,C821,55 Cancri e,17.0,True,813.9,813.9,813.9,813.9,813.9,Guest 1185,0
1186_01,Europa,True,B574,55 Cancri e,28.0,False,521.7,521.7,521.7,521.7,521.7,Guest 1186,0
1187_01,Europa,False,F729,TRAPPIST-1e,35.0,True,253.3,253.3,253.3,253.3,253.3,Guest 1187,0
1188_01,Mars,False,F489,TRAPPIST-1e,20.0,False,2434.9,2434.9,2434.9,2434.9,2434.9,Guest 1188,0
1189_01,Europa,True,E446,PSO J318.5-22,10.0,True,1049.9,1049.9,1049.9,1049.9,1049.9,Guest 1189,0
1190_01,Mars,True,G365,PSO J318.5-22,28.0,False,861.4,861.4,861.4,861.4,861.4,Guest 1190,0
1191_01,Mars,True,D373,55 Cancri e,29.0,False,181.3,181.3,181.3,181.3,181.3,Guest 1191,0
1192_01,Mars,True,C826,55 Cancri e,20.0,False,310.0,310.0,310.0,310.0,310.0,Guest 1192,0
1193_01,Earth,False,G362,TRAPPIST-1e,20.0,True,447.8,447.8,447.8,447.8,447.8,Guest 1193,0
1194_01,Earth,True,C563,55 Cancri e,38.0,True,232.5,232.5,232.5,232.5,232.5,Guest 1194,0
1195_01,Mars,False,A378,PSO J318.5-22,29.0,False,246.5,246.5,246.5,246.5,246.5,Guest 1195,0
1196_01,Europa,True,B592,PSO J318.5-22,24.0,False,474.4,474.4,474.4,474.4,474.4,Guest 1196,0
1197_01,Earth,True,C124,TRAPPIST-1e,23.0,False,1381.6,1381.6,1381.6,1381.6,1381.6,Guest 1197,1
1198_01,Europa,True,F30,PSO J318.5-22,32.0,False,1448.4,1448.4,1448.4,1448.4,1448.4,Guest 1198,0
1199_01,Mars,False,E359,PSO J318.5-22,31.0,True,1142.6,1142.6,1142.6,1142.6,1142.6,Guest 1199,0
1200_01,Mars,True,A263,PSO J318.5-22,28.0,True,544.3,544.3,544.3,544.3,544.3,Guest 1200,0
1201_01,Europa,True,E857,PSO J318.5-22,13.0,True,747.1,747.1,747.1,747.1,747.1,Guest 1201,0
1202_01,Europa,False,E777,PSO J318.5-22,25.0,False,316.5,316.5,316.5,316.5,316.5,Guest 1202,0
1203_01,Europa,False,G859,PSO J318.5-22,22.0,False,271.7,271.7,271.7,271.7,271.7,Guest 1203,0
1204_01,Europa,True,G484,PSO J318.5-22,30.0,False,1891.2,1891.2,1891.2,1891.2,1891.2,Guest 1204,0
1205_01,Earth,True,D652,TRAPPIST-1e,43.0,True,2086.8,2086.8,2086.8,2086.8,2086.8,Guest 1205,1
1206_01,Mars,True,E759,55 Cancri e,41.0,False,1567.4,1567.4,1567.4,1567.4,1567.4,Guest 1206,0
1207_01,Mars,False,G320,TRAPPIST-1e,37.0,False,304.5,304.5,304.5,304.5,304.5,Guest 1207,0
1208_01,Earth,False,G105,55 Cancri e,31.0,False,413.7,413.7,413.7,413.7,413.7,Guest 1208,0
1209_01,Mars,False,D968,PSO J318.5-22,26.0,False,4.1,4.1,4.1,4.1,4.1,Guest 1209,0
1210_01,Earth,False,D932,TRAPPIST-1e,34.0,False,2175.3,2175.3,2175.3,2175.3,2175.3,Guest 1210,0
1211_01,Mars,False,D67,55 Cancri e,24.0,False,1777.6,1777.6,1777.6,1777.6,1777.6,Guest 1211,0
1212_01,Earth,False,F174,55 Cancri e,26.0,True,153.4,153.4,153.4,153.4,153.4,Guest 1212,0
1213_01,Earth,False,G834,TRAPPIST-1e,20.0,False,471.7,471.7,471.7,471.7,471.7,Guest 1213,0
1214_01,Earth,False,G659,55 Cancri e,29.0,True,364.3,364.3,364.3,364.3,364.3,Guest 1214,0
1215_01,Europa,False,E792,PSO J318.5-22,29.0,False,57.6,57.6,57.6,57.6,57.6,Guest 1215,0
1216_01,Mars,False,F484,PSO J318.5-22,51.0,True,1027.7,1027.7,1027.7,1027.7,1027.7,Guest 1216,0
1217_01,Mars,True,A223,PSO J318.5-22,36.0,False,773.1,773.1,773.1,773.1,773.1,Guest 1217,0
1218_01,Europa,True,G179,55 Cancri e,25.0,False,8.6,8.6,8.6,8.6,8.6,Guest 1218,0
1219_01,Earth,True,F909,TRAPPIST-1e,39.0,True,517.5,517.5,517.5,517.5,517.5,Guest 1219,0
1220_01,Earth,True,D542,55 Cancri e,24.0,False,1544.3,1544.3,1544.3,1544.3,1544.3,Guest 1220,0
1221_01,Mars,True,F527,55 Cancri e,41.0,False,436.3,436.3,436.3,436.3,436.3,Guest 1221,0
1222_01,Europa,False,D609,55 Cancri e,39.0,False,23.3,23.3,23.3,23.3,23.3,Guest 1222,0
1223_01,Europa,False,F684,55 Cancri e,63.0,False,1296.1,1296.1,1296.1,1296.1,1296.1,Guest 1223,0
1224_01,Europa,True,C274,TRAPPIST-1e,17.0,True,967.5,967.5,967.5,967.5,967.5,Guest 1224,0
1225_01,Mars,False,F80,TRAPPIST-1e,29.0,False,582.2,582.2,582.2,582.2,582.2,Guest 1225,0
1226_01,Europa,False,F921,55 Cancri e,28.0,True,1133.2,1133.2,1133.2,1133.2,1133.2,Guest 1226,0
1227_01,Earth,True,F179,PSO J318.5-22,33.0,True,2277.8,2277.8,2277.8,2277.8,2277.8,Guest 1227,0
1228_01,Mars,True,F739,55 Cancri e,38.0,False,386.8,386.8,386.8,386.8,386.8,Guest 1228,0
1229_01,Mars,True,F442,TRAPPIST-1e,18.0,False,3290.2,3290.2,3290.2,3290.2,3290.2,Guest 1229,0
1230_01,Earth,True,F328,TRAPPIST-1e,21.0,True,1172.6,1172.6,1172.6,1172.6,1172.6,Guest 1230,0
1231_01,Earth,True,B922,PSO J318.5-22,33.0,False,111.6,111.6,111.6,111.6,111.6,Guest 1231,0
1232_01,Europa,False,C726,PSO J318.5-22,41.0,False,1459.4,1459.4,1459.4,1459.4,1459.4,Guest 1232,0
1233_01,Europa,False,F776,TRAPPIST-1e,17.0,False,1459.3,1459.3,1459.3,1459.3,1459.3,Guest 1233,0
1234_01,Earth,True,D292,TRAPPIST-1e,12.0,False,203.9,203.9,203.9,203.9,203.9,Guest 1234,0
1235_01,Earth,False,F716,PSO J318.5-22,43.0,True,649.3,649.3,649.3,649.3,649.3,Guest 1235,0
1236_01,Earth,False,B362,PSO J318.5-22,39.0,False,232.3,232.3,232.3,232.3,232.3,Guest 1236,0
1237_01,Earth,True,E755,PSO J318.5-22,42.0,False,398.2,398.2,398.2,398.2,398.2,Guest 1237,0
